EXPRESSION;FITNESS;TIME (Milliseconds);
ITM2A = (sine ((3.0 - seq534_EVL(t - 1)) * (log (3.0 - (seq1178_JTB(t - 1) / seq1317_H2AFY(t - 1)))))) + seq296_CCNI(t - 1);1,25;7761
C11orf2 = (((((((((seq1076_C11orf2(t - 1) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01;2,04;8512
SMAP2 = (seq416_ENO1(t - 1) / ((seq201_LEF1(t - 1) / (seq416_ENO1(t - 1) / (seq1151_ITGB2(t - 1) + seq201_LEF1(t - 1)))) + seq201_LEF1(t - 1))) + seq201_LEF1(t - 1);1,74;4432
NBPF20 = (sine (sine (sine (sine (sine (seq1075_ITM2A(t - 1) * seq998_LDHA(t - 1))))))) + seq1107_NBPF20(t - 1);1,82;3489
RPL24 = ((((((seq482_NUCB1(t - 1) + (seq336_ITK(t - 1) / 8.0)) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01;1,38;2461
HNRPR = seq336_ITK(t - 1) - (cosine seq747_TNFRSF25(t - 1));1,2;2381
ITGB2 = (seq1151_ITGB2(t - 1) - ((cosine seq898_ATP6V0C(t - 1)) - (cosine seq1078_SMAP2(t - 1)))) - (seq201_LEF1(t - 1) - seq490_TMEM123(t - 1));1,48;2417
JTB = seq416_ENO1(t - 1) + (sine seq42_SPOCK2(t - 1));1,22;2925
RPS17 = (cosine seq296_CCNI(t - 1)) + seq1076_C11orf2(t - 1);0,77;2856
GGA1 = (sine (sine ((sine ((sine (sine (sine (sine (sine (sine seq1211_GGA1(t - 1))))))) + seq1075_ITM2A(t - 1))) + (sine (sine (sine (seq1151_ITGB2(t - 1) / (sine (sine seq1211_GGA1(t - 1)))))))))) + seq1075_ITM2A(t - 1);1,12;2418
PTP4A2 = seq1181_RPS17(t - 1) + (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine ((sine (sine (sine (sine (sine (sine seq1267_PTP4A2(t - 1))))))) + (sine (sine (sine (sine seq1267_PTP4A2(t - 1))))))))))))))))))))));0,52;2412
CCND3 = (sine ((sine (seq1151_ITGB2(t - 1) + seq1317_H2AFY(t - 1))) + seq1317_H2AFY(t - 1))) + seq1317_H2AFY(t - 1);2,77;2265
H2AFY = (sine (sine (sine seq46_LOC731365(t - 1)))) + seq160_PCBP1(t - 1);0,94;2240
RPL11 = seq157_RPL11(t - 1) - 0.01;0,89;2339
PCBP1 = seq1178_JTB(t - 1) - ((seq1178_JTB(t - 1) - ((seq645_TAP1(t - 1) / (seq1178_JTB(t - 1) - (seq1178_JTB(t - 1) - (seq1178_JTB(t - 1) - (seq160_PCBP1(t - 1) / (seq1178_JTB(t - 1) - (seq1178_JTB(t - 1) - (seq645_TAP1(t - 1) / seq1107_NBPF20(t - 1))))))))) / seq1107_NBPF20(t - 1))) / seq1107_NBPF20(t - 1));1,58;3653
MRCL3 = (sine (sine (sine (sine (sine (((sine (sine (((sine seq178_MRCL3(t - 1)) + (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine (sine ((sine (sine (sine (sine (sine (sine (sine (sine (sine (sine seq160_PCBP1(t - 1))))))))))) + (sine (sine (sine (sine (sine (sine seq1317_H2AFY(t - 1)))))))))))))))))))) + seq1317_H2AFY(t - 1)))) + seq1317_H2AFY(t - 1)) + ((sine (sine (((sine seq178_MRCL3(t - 1)) + seq1317_H2AFY(t - 1)) + seq1317_H2AFY(t - 1)))) + seq1317_H2AFY(t - 1)))))))) + seq1317_H2AFY(t - 1);0,71;2656
ARHGDIB = (seq490_TMEM123(t - 1) / seq933_LTA(t - 1)) + seq1317_H2AFY(t - 1);1,81;2288
LEF1 = seq201_LEF1(t - 1) - (((cosine seq645_TAP1(t - 1)) / (cosine (seq201_LEF1(t - 1) - (((seq201_LEF1(t - 1) - (seq201_LEF1(t - 1) - ((seq201_LEF1(t - 1) - ((seq201_LEF1(t - 1) - (seq645_TAP1(t - 1) / seq160_PCBP1(t - 1))) / seq160_PCBP1(t - 1))) / ((seq201_LEF1(t - 1) - ((seq490_TMEM123(t - 1) / ((cosine seq645_TAP1(t - 1)) / (cosine (seq201_LEF1(t - 1) - (((seq201_LEF1(t - 1) - ((((seq160_PCBP1(t - 1) / seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) / seq160_PCBP1(t - 1))) / seq645_TAP1(t - 1)) / (seq201_LEF1(t - 1) - (((seq201_LEF1(t - 1) - (((((seq201_LEF1(t - 1) - ((seq201_LEF1(t - 1) - (((((((((seq201_LEF1(t - 1) - (seq201_LEF1(t - 1) - ((seq201_LEF1(t - 1) - ((((((seq160_PCBP1(t - 1) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) / ((((seq201_LEF1(t - 1) - (seq201_LEF1(t - 1) - ((((seq201_LEF1(t - 1) - (((cosine seq160_PCBP1(t - 1)) / (((((cosine seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1))) / seq160_PCBP1(t - 1))) / seq645_TAP1(t - 1)) / (cosine ((seq201_LEF1(t - 1) - (seq490_TMEM123(t - 1) / seq645_TAP1(t - 1))) / seq645_TAP1(t - 1)))) / seq160_PCBP1(t - 1)))) - seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)))) / (seq201_LEF1(t - 1) / seq645_TAP1(t - 1))))) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) - ((((((((seq490_TMEM123(t - 1) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / (cosine seq160_PCBP1(t - 1))) / seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) / seq160_PCBP1(t - 1))) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)) / seq645_TAP1(t - 1)) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1))) / seq160_PCBP1(t - 1))) / (cosine seq160_PCBP1(t - 1))) / (cosine seq160_PCBP1(t - 1))) / seq160_PCBP1(t - 1)) / seq160_PCBP1(t - 1))) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1)))))))) / (seq201_LEF1(t - 1) / seq160_PCBP1(t - 1)))) / seq645_TAP1(t - 1))))) / seq645_TAP1(t - 1)) / seq160_PCBP1(t - 1))))) / seq160_PCBP1(t - 1));1,35;2773
CIB1 = (cosine ((cosine (cosine (cosine (cosine seq283_LOC387820(t - 1))))) + seq178_MRCL3(t - 1))) + seq178_MRCL3(t - 1);1,75;2423
SEMA4D = 0.01 + (0.01 + (0.01 + (0.01 + (0.01 + (0.01 + (0.01 + (0.01 + (0.01 + seq1150_HNRPR(t - 1)))))))));1,61;2890
LOC387820 = 0.01 + (0.01 + (((seq1139_RPL24(t - 1) - seq46_LOC731365(t - 1)) / (log (0.01 + (0.01 + (0.01 + (0.01 + seq201_LEF1(t - 1))))))) + seq201_LEF1(t - 1)));1,51;2299
CCNI = (seq296_CCNI(t - 1) - (((log (seq1076_C11orf2(t - 1) + seq787_NFKBIA(t - 1))) / ((sine seq998_LDHA(t - 1)) + (cosine ((seq1151_ITGB2(t - 1) - seq645_TAP1(t - 1)) + (sine (((seq336_ITK(t - 1) + seq336_ITK(t - 1)) - (sine seq336_ITK(t - 1))) / (cosine (seq830_WDR1(t - 1) / seq296_CCNI(t - 1))))))))) / ((seq296_CCNI(t - 1) - (sine seq336_ITK(t - 1))) / (cosine ((sine seq998_LDHA(t - 1)) + (cosine seq128_CCND3(t - 1))))))) + (sine (sine (((cosine (seq830_WDR1(t - 1) / seq296_CCNI(t - 1))) + (sine seq719_PABPC1(t - 1))) / ((cosine seq160_PCBP1(t - 1)) + (seq1075_ITM2A(t - 1) + seq1181_RPS17(t - 1))))));1,45;2449
TNFRSF14 = log ((((sine ((4.0 - seq998_LDHA(t - 1)) * (seq933_LTA(t - 1) - seq998_LDHA(t - 1)))) - ((seq1267_PTP4A2(t - 1) + seq416_ENO1(t - 1)) + ((4.0 - seq998_LDHA(t - 1)) * (seq933_LTA(t - 1) - seq998_LDHA(t - 1))))) * (((cosine seq1181_RPS17(t - 1)) - (seq1178_JTB(t - 1) + seq1151_ITGB2(t - 1))) - ((4.0 - seq998_LDHA(t - 1)) * (seq933_LTA(t - 1) - seq998_LDHA(t - 1))))) * ((sine ((seq490_TMEM123(t - 1) - seq336_ITK(t - 1)) + (log seq1139_RPL24(t - 1)))) * (((seq416_ENO1(t - 1) * seq985_EIF1(t - 1)) - (((seq490_TMEM123(t - 1) - seq336_ITK(t - 1)) + (log seq1139_RPL24(t - 1))) + (log seq1139_RPL24(t - 1)))) - ((seq490_TMEM123(t - 1) + 5.0) * (sine ((seq490_TMEM123(t - 1) - ((sine (((seq416_ENO1(t - 1) * seq985_EIF1(t - 1)) - (log seq1139_RPL24(t - 1))) - seq1317_H2AFY(t - 1))) - (((seq490_TMEM123(t - 1) - seq336_ITK(t - 1)) + seq283_LOC387820(t - 1)) + (cosine seq1078_SMAP2(t - 1))))) + (log seq1139_RPL24(t - 1))))))));0,84;3333
ITK = (((seq1075_ITM2A(t - 1) - 0.01) + (sine seq793_GBP2(t - 1))) + (cosine ((seq1317_H2AFY(t - 1) + (sine ((seq1075_ITM2A(t - 1) - 0.01) + (sine seq793_GBP2(t - 1))))) + (cosine (cosine (sine (((((seq1075_ITM2A(t - 1) - 0.01) - 0.01) + ((seq1075_ITM2A(t - 1) - 0.01) + (sine seq793_GBP2(t - 1)))) + (((seq1075_ITM2A(t - 1) - (cosine (log (seq323_TNFRSF14(t - 1) * seq747_TNFRSF25(t - 1))))) + (((seq323_TNFRSF14(t - 1) * seq747_TNFRSF25(t - 1)) + (sine seq793_GBP2(t - 1))) + (log (seq323_TNFRSF14(t - 1) * seq747_TNFRSF25(t - 1))))) + (cosine (((seq1075_ITM2A(t - 1) - (cosine (log seq178_MRCL3(t - 1)))) + (cosine ((seq1075_ITM2A(t - 1) - 0.01) + (sine (((seq1075_ITM2A(t - 1) - 0.01) + (sine seq793_GBP2(t - 1))) + (cosine (cosine ((seq1078_SMAP2(t - 1) + (cosine (cosine seq793_GBP2(t - 1)))) * (seq1181_RPS17(t - 1) - ((seq1075_ITM2A(t - 1) - (cosine (log (seq323_TNFRSF14(t - 1) * seq747_TNFRSF25(t - 1))))) + (sine seq793_GBP2(t - 1)))))))))))) + (cosine ((((seq1075_ITM2A(t - 1) - 0.01) + (sine seq793_GBP2(t - 1))) + (cosine ((seq1317_H2AFY(t - 1) + (sine seq793_GBP2(t - 1))) + (cosine (cosine (seq1317_H2AFY(t - 1) + ((seq1075_ITM2A(t - 1) - 0.01) + (sine seq793_GBP2(t - 1))))))))) + (sine (sine seq793_GBP2(t - 1))))))))) + (seq323_TNFRSF14(t - 1) * seq747_TNFRSF25(t - 1))))))))) + (sine (log (seq323_TNFRSF14(t - 1) * seq747_TNFRSF25(t - 1))));1,15;2630
ENO1 = ((cosine ((seq933_LTA(t - 1) + seq787_NFKBIA(t - 1)) - seq193_ARHGDIB(t - 1))) / (((log seq1181_RPS17(t - 1)) / (seq296_CCNI(t - 1) - seq1075_ITM2A(t - 1))) + seq416_ENO1(t - 1))) + ((((((((((seq416_ENO1(t - 1) + 0.01) + 0.01) + 0.01) + 0.01) + 0.01) + 0.01) + 0.01) + 0.01) + 0.01) + 0.01);2,02;2316
SPOCK2 = ((seq283_LOC387820(t - 1) - (cosine seq193_ARHGDIB(t - 1))) + ((seq283_LOC387820(t - 1) - (cosine (seq283_LOC387820(t - 1) - ((log (cosine seq193_ARHGDIB(t - 1))) + (seq283_LOC387820(t - 1) / seq416_ENO1(t - 1)))))) / seq416_ENO1(t - 1))) - (cosine seq193_ARHGDIB(t - 1));1,88;2250
